;FR20003;FR20017;FR20038;FR20045;FR20026;FR20049;FR20019;FR20002;FR20037;FR20029;FR20033;FR20013;FR20020;FR20008;FR20030;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077
13/04/2000;154.0;11.0;3.0;14.0;-1.0;6.0;98.0;55.0;5.0;8.0;2.0;162.0;9.0;99.0;5.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/04/2000;57.0;3.0;1.0;7.0;-1.0;5.0;58.0;26.0;3.0;4.0;1.0;94.0;2.0;32.0;4.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/04/2000;59.0;3.0;1.0;10.0;-1.0;5.0;38.0;37.0;4.0;5.0;1.0;95.0;8.0;48.0;4.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/04/2000;32.0;2.0;1.0;6.0;-1.0;5.0;24.0;27.0;1.0;3.0;1.0;61.0;1.0;29.0;4.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/04/2000;134.0;16.0;6.0;21.0;-1.0;6.0;-1.0;77.0;12.0;25.0;3.0;289.0;41.0;129.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/04/2000;161.0;33.0;19.0;70.0;-1.0;6.0;124.0;95.0;25.0;67.0;10.0;262.0;78.0;106.0;34.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/04/2000;116.0;4.0;5.0;59.0;-1.0;6.0;19.0;46.0;6.0;21.0;7.0;244.0;11.0;43.0;8.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/04/2000;183.0;49.0;25.0;47.0;-1.0;7.0;115.0;110.0;34.0;51.0;11.0;300.0;87.0;115.0;41.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/04/2000;153.0;20.0;19.0;39.0;-1.0;10.0;58.0;63.0;36.0;49.0;13.0;302.0;66.0;95.0;11.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/04/2000;38.0;1.0;-1.0;5.0;-1.0;10.0;21.0;24.0;1.0;3.0;1.0;82.0;1.0;37.0;4.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/04/2000;55.0;1.0;1.0;10.0;-1.0;7.0;29.0;38.0;3.0;3.0;1.0;90.0;2.0;31.0;4.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/04/2000;49.0;4.0;2.0;14.0;-1.0;6.0;27.0;30.0;12.0;13.0;2.0;112.0;20.0;25.0;13.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/04/2000;139.0;22.0;13.0;29.0;-1.0;9.0;99.0;78.0;38.0;34.0;12.0;233.0;53.0;90.0;24.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/04/2000;78.0;3.0;1.0;9.0;-1.0;8.0;46.0;43.0;3.0;5.0;1.0;135.0;16.0;54.0;4.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/04/2000;137.0;9.0;8.0;46.0;-1.0;9.0;55.0;70.0;23.0;23.0;8.0;246.0;19.0;82.0;15.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/04/2000;148.0;7.0;4.0;33.0;-1.0;8.0;112.0;73.0;13.0;17.0;4.0;301.0;24.0;104.0;7.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/04/2000;66.0;5.0;5.0;30.0;-1.0;7.0;29.0;44.0;14.0;13.0;7.0;222.0;22.0;42.0;13.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/04/2000;50.0;8.0;7.0;25.0;-1.0;8.0;44.0;49.0;17.0;17.0;4.0;129.0;29.0;44.0;13.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/05/2000;45.0;2.0;2.0;21.0;-1.0;12.0;18.0;30.0;12.0;8.0;3.0;125.0;20.0;22.0;6.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/05/2000;91.0;8.0;6.0;60.0;-1.0;14.0;15.0;46.0;12.0;35.0;5.0;247.0;15.0;58.0;13.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/05/2000;151.0;26.0;17.0;48.0;-1.0;16.0;93.0;91.0;36.0;34.0;16.0;268.0;46.0;95.0;18.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/05/2000;98.0;7.0;11.0;31.0;-1.0;14.0;67.0;51.0;25.0;19.0;2.0;191.0;24.0;65.0;8.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/05/2000;85.0;10.0;2.0;23.0;-1.0;9.0;68.0;59.0;5.0;6.0;2.0;250.0;17.0;88.0;4.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/05/2000;89.0;13.0;7.0;45.0;-1.0;7.0;50.0;72.0;20.0;32.0;14.0;159.0;38.0;49.0;20.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/05/2000;44.0;5.0;2.0;42.0;-1.0;9.0;44.0;46.0;8.0;12.0;4.0;95.0;18.0;40.0;9.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/05/2000;34.0;2.0;1.0;34.0;-1.0;8.0;28.0;37.0;6.0;6.0;2.0;102.0;8.0;35.0;5.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/05/2000;104.0;10.0;8.0;51.0;-1.0;10.0;54.0;57.0;17.0;16.0;9.0;263.0;-1.0;65.0;8.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/05/2000;115.0;8.0;4.0;52.0;-1.0;-1.0;74.0;70.0;18.0;16.0;8.0;254.0;18.0;80.0;10.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/05/2000;94.0;13.0;11.0;20.0;-1.0;-1.0;67.0;74.0;15.0;26.0;8.0;227.0;19.0;100.0;13.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/05/2000;101.0;11.0;12.0;35.0;-1.0;6.0;53.0;53.0;25.0;41.0;8.0;261.0;30.0;62.0;17.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/05/2000;65.0;6.0;-1.0;32.0;-1.0;-1.0;19.0;50.0;5.0;14.0;5.0;116.0;11.0;34.0;11.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/05/2000;41.0;4.0;-1.0;17.0;-1.0;-1.0;26.0;27.0;2.0;8.0;2.0;106.0;14.0;25.0;6.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/05/2000;86.0;-1.0;-1.0;15.0;-1.0;-1.0;65.0;52.0;24.0;28.0;8.0;203.0;30.0;81.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/05/2000;75.0;5.0;11.0;11.0;-1.0;-1.0;53.0;65.0;4.0;7.0;1.0;156.0;17.0;79.0;4.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/05/2000;121.0;7.0;5.0;32.0;-1.0;5.0;47.0;68.0;7.0;10.0;6.0;237.0;15.0;44.0;6.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/05/2000;124.0;8.0;9.0;54.0;-1.0;4.0;27.0;63.0;21.0;19.0;7.0;221.0;14.0;48.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/05/2000;109.0;5.0;3.0;27.0;-1.0;2.0;17.0;64.0;8.0;11.0;4.0;219.0;10.0;47.0;6.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/05/2000;58.0;2.0;1.0;19.0;-1.0;2.0;13.0;28.0;5.0;7.0;2.0;150.0;13.0;32.0;5.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/05/2000;45.0;2.0;2.0;13.0;-1.0;2.0;26.0;36.0;3.0;6.0;2.0;77.0;19.0;24.0;6.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/05/2000;82.0;6.0;4.0;31.0;-1.0;2.0;12.0;36.0;4.0;10.0;3.0;216.0;11.0;43.0;8.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/05/2000;86.0;6.0;3.0;38.0;-1.0;2.0;23.0;37.0;9.0;35.0;3.0;239.0;12.0;52.0;17.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/05/2000;111.0;21.0;16.0;24.0;-1.0;3.0;59.0;74.0;23.0;35.0;10.0;253.0;57.0;79.0;21.0;58.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/05/2000;162.0;17.0;-1.0;42.0;-1.0;3.0;81.0;92.0;16.0;26.0;7.0;257.0;84.0;103.0;13.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/05/2000;97.0;13.0;-1.0;45.0;-1.0;5.0;41.0;71.0;12.0;30.0;8.0;204.0;16.0;78.0;20.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/05/2000;41.0;2.0;1.0;5.0;-1.0;2.0;29.0;33.0;2.0;5.0;1.0;183.0;11.0;39.0;4.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/05/2000;41.0;3.0;2.0;8.0;-1.0;2.0;28.0;34.0;7.0;5.0;2.0;86.0;14.0;36.0;6.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/05/2000;86.0;3.0;4.0;24.0;-1.0;2.0;15.0;31.0;11.0;11.0;2.0;229.0;11.0;40.0;6.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/05/2000;120.0;14.0;9.0;25.0;-1.0;3.0;82.0;-1.0;14.0;19.0;5.0;194.0;22.0;100.0;10.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/05/2000;130.0;-1.0;4.0;31.0;-1.0;3.0;66.0;58.0;8.0;14.0;3.0;263.0;23.0;68.0;7.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/06/2000;41.0;-1.0;6.0;14.0;-1.0;4.0;30.0;37.0;13.0;22.0;3.0;119.0;27.0;33.0;15.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/06/2000;54.0;-1.0;7.0;14.0;-1.0;5.0;36.0;46.0;11.0;18.0;2.0;141.0;36.0;71.0;6.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/06/2000;32.0;-1.0;1.0;3.0;-1.0;7.0;27.0;31.0;1.0;3.0;1.0;97.0;14.0;49.0;4.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/06/2000;23.0;-1.0;1.0;6.0;-1.0;6.0;23.0;28.0;1.0;5.0;1.0;85.0;10.0;33.0;4.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/06/2000;100.0;-1.0;3.0;20.0;-1.0;5.0;51.0;-1.0;7.0;14.0;2.0;163.0;17.0;67.0;6.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/06/2000;87.0;-1.0;2.0;21.0;-1.0;2.0;10.0;-1.0;4.0;12.0;3.0;223.0;14.0;48.0;7.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/06/2000;55.0;4.0;1.0;13.0;-1.0;2.0;7.0;19.0;1.0;10.0;3.0;200.0;11.0;17.0;5.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/06/2000;68.0;8.0;5.0;19.0;-1.0;3.0;35.0;55.0;9.0;19.0;4.0;188.0;13.0;68.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/06/2000;44.0;3.0;0.0;6.0;-1.0;3.0;-1.0;35.0;0.0;4.0;1.0;116.0;9.0;42.0;4.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/06/2000;40.0;3.0;1.0;7.0;-1.0;4.0;-1.0;27.0;-1.0;4.0;2.0;137.0;10.0;19.0;4.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/06/2000;39.0;2.0;1.0;10.0;-1.0;2.0;-1.0;30.0;-1.0;4.0;1.0;46.0;8.0;19.0;4.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/06/2000;26.0;2.0;0.0;5.0;-1.0;2.0;-1.0;15.0;-1.0;5.0;1.0;85.0;9.0;9.0;4.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/06/2000;76.0;9.0;3.0;22.0;-1.0;3.0;-1.0;32.0;-1.0;11.0;2.0;227.0;14.0;47.0;5.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/06/2000;72.0;6.0;1.0;17.0;-1.0;6.0;11.0;27.0;6.0;19.0;2.0;-1.0;13.0;33.0;6.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/06/2000;60.0;7.0;1.0;17.0;-1.0;6.0;8.0;19.0;7.0;23.0;2.0;-1.0;11.0;23.0;6.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/06/2000;-1.0;6.0;2.0;14.0;-1.0;5.0;7.0;20.0;7.0;23.0;2.0;-1.0;11.0;25.0;6.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/06/2000;-1.0;2.0;-1.0;11.0;-1.0;2.0;5.0;15.0;3.0;17.0;1.0;-1.0;9.0;19.0;3.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/06/2000;-1.0;1.0;-1.0;7.0;-1.0;2.0;20.0;26.0;6.0;16.0;1.0;-1.0;10.0;28.0;4.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/06/2000;-1.0;3.0;-1.0;4.0;-1.0;-1.0;42.0;34.0;3.0;16.0;1.0;-1.0;11.0;71.0;3.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/06/2000;81.0;3.0;-1.0;3.0;-1.0;-1.0;35.0;43.0;3.0;17.0;1.0;-1.0;9.0;83.0;3.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/06/2000;-1.0;7.0;-1.0;3.0;-1.0;5.0;49.0;49.0;9.0;25.0;4.0;-1.0;14.0;73.0;6.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/06/2000;95.0;7.0;-1.0;9.0;-1.0;6.0;33.0;28.0;12.0;25.0;5.0;-1.0;21.0;56.0;9.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/06/2000;128.0;4.0;-1.0;24.0;-1.0;4.0;14.0;44.0;6.0;23.0;2.0;-1.0;13.0;65.0;5.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/06/2000;79.0;2.0;-1.0;20.0;-1.0;3.0;11.0;37.0;13.0;23.0;2.0;-1.0;20.0;23.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/06/2000;41.0;1.0;-1.0;5.0;-1.0;2.0;7.0;14.0;1.0;17.0;1.0;-1.0;8.0;19.0;3.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/06/2000;87.0;5.0;-1.0;15.0;-1.0;2.0;9.0;23.0;13.0;22.0;2.0;-1.0;11.0;32.0;5.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/06/2000;89.0;5.0;-1.0;17.0;-1.0;2.0;23.0;30.0;10.0;14.0;5.0;-1.0;13.0;44.0;6.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/06/2000;113.0;12.0;-1.0;27.0;-1.0;4.0;35.0;53.0;25.0;21.0;10.0;-1.0;29.0;56.0;14.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/06/2000;80.0;4.0;-1.0;27.0;-1.0;4.0;13.0;16.0;17.0;9.0;5.0;-1.0;14.0;34.0;5.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/06/2000;102.0;5.0;-1.0;17.0;50.0;4.0;22.0;33.0;12.0;14.0;4.0;234.0;25.0;48.0;13.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/07/2000;65.0;2.0;-1.0;19.0;31.0;5.0;30.0;34.0;8.0;9.0;4.0;83.0;22.0;46.0;6.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/07/2000;29.0;1.0;-1.0;1.0;15.0;9.0;21.0;27.0;1.0;3.0;0.0;47.0;8.0;27.0;2.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/07/2000;97.0;2.0;-1.0;10.0;29.0;7.0;24.0;30.0;2.0;5.0;1.0;221.0;10.0;31.0;5.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/07/2000;-1.0;3.0;-1.0;21.0;11.0;6.0;52.0;55.0;3.0;8.0;-1.0;110.0;11.0;32.0;6.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/07/2000;-1.0;5.0;-1.0;25.0;37.0;5.0;42.0;56.0;14.0;22.0;-1.0;208.0;18.0;55.0;14.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/07/2000;75.0;12.0;-1.0;21.0;35.0;5.0;44.0;52.0;18.0;21.0;9.0;176.0;21.0;74.0;19.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/07/2000;95.0;4.0;-1.0;14.0;21.0;5.0;41.0;54.0;6.0;14.0;3.0;115.0;16.0;46.0;11.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/07/2000;56.0;1.0;-1.0;8.0;14.0;3.0;8.0;27.0;1.0;6.0;1.0;98.0;8.0;22.0;5.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/07/2000;46.0;1.0;-1.0;9.0;12.0;3.0;36.0;29.0;2.0;4.0;1.0;71.0;8.0;33.0;5.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/07/2000;102.0;6.0;-1.0;14.0;25.0;4.0;58.0;67.0;6.0;6.0;3.0;145.0;11.0;87.0;6.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/07/2000;104.0;3.0;-1.0;31.0;14.0;2.0;21.0;68.0;3.0;10.0;3.0;152.0;9.0;27.0;8.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/07/2000;115.0;5.0;-1.0;33.0;31.0;2.0;25.0;46.0;8.0;19.0;3.0;190.0;25.0;44.0;13.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/07/2000;127.0;16.0;-1.0;32.0;50.0;3.0;90.0;84.0;29.0;22.0;15.0;230.0;57.0;72.0;26.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/07/2000;62.0;2.0;-1.0;9.0;27.0;3.0;33.0;45.0;6.0;6.0;2.0;131.0;13.0;40.0;6.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/07/2000;58.0;3.0;-1.0;14.0;36.0;2.0;15.0;45.0;5.0;5.0;2.0;136.0;9.0;31.0;7.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/07/2000;33.0;1.0;-1.0;9.0;18.0;2.0;8.0;22.0;8.0;6.0;2.0;99.0;9.0;21.0;6.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/07/2000;82.0;7.0;-1.0;27.0;36.0;3.0;24.0;25.0;13.0;20.0;6.0;233.0;15.0;43.0;15.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/07/2000;84.0;9.0;-1.0;42.0;42.0;4.0;18.0;25.0;13.0;27.0;6.0;232.0;12.0;51.0;20.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/07/2000;59.0;4.0;-1.0;18.0;34.0;5.0;13.0;19.0;10.0;10.0;3.0;236.0;11.0;25.0;7.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/07/2000;59.0;7.0;-1.0;16.0;30.0;6.0;11.0;20.0;9.0;10.0;7.0;223.0;12.0;27.0;7.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/07/2000;57.0;4.0;-1.0;22.0;39.0;5.0;14.0;17.0;7.0;11.0;3.0;229.0;11.0;33.0;6.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/07/2000;27.0;3.0;-1.0;10.0;28.0;6.0;23.0;36.0;5.0;17.0;2.0;100.0;9.0;41.0;10.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/07/2000;12.0;1.0;-1.0;0.0;15.0;6.0;17.0;18.0;0.0;3.0;1.0;62.0;7.0;28.0;4.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/07/2000;70.0;4.0;-1.0;6.0;14.0;7.0;36.0;34.0;2.0;4.0;1.0;175.0;9.0;48.0;5.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/07/2000;76.0;9.0;-1.0;7.0;37.0;8.0;76.0;45.0;11.0;12.0;5.0;196.0;25.0;78.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
