;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077;indicateur
08/07/2000;58.0;60.0;41.0;65.0;63.0;67.0;70.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.73
09/07/2000;49.0;50.0;35.0;54.0;51.0;51.0;53.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.01
10/07/2000;37.0;44.0;13.0;29.0;37.0;32.0;34.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.54
11/07/2000;32.0;54.0;26.0;53.0;55.0;48.0;46.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.26
12/07/2000;27.0;55.0;22.0;40.0;37.0;34.0;39.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.07
13/07/2000;31.0;49.0;16.0;31.0;31.0;36.0;38.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.1
14/07/2000;30.0;41.0;14.0;32.0;25.0;32.0;32.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.78
15/07/2000;38.0;52.0;30.0;41.0;42.0;41.0;45.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.23
16/07/2000;45.0;49.0;43.0;49.0;45.0;41.0;51.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.1
17/07/2000;36.0;58.0;34.0;50.0;45.0;45.0;50.0;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.97
18/07/2000;42.0;74.0;36.0;61.0;56.0;52.0;58.0;61.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.61
19/07/2000;50.0;78.0;44.0;66.0;60.0;58.0;68.0;67.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;64.92
20/07/2000;53.0;73.0;40.0;61.0;57.0;63.0;68.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;62.74
21/07/2000;61.0;101.0;51.0;77.0;75.0;71.0;86.0;84.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;81.81
22/07/2000;107.0;114.0;76.0;95.0;105.0;103.0;98.0;99.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;105.47
23/07/2000;128.0;100.0;90.0;106.0;112.0;117.0;117.0;106.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;111.55
24/07/2000;71.0;76.0;38.0;69.0;76.0;73.0;75.0;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;71.64
25/07/2000;56.0;63.0;22.0;40.0;48.0;46.0;50.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.91
26/07/2000;59.0;60.0;22.0;52.0;57.0;67.0;69.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.17
27/07/2000;50.0;58.0;30.0;48.0;38.0;48.0;52.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.19
28/07/2000;44.0;63.0;22.0;51.0;45.0;52.0;54.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.68
29/07/2000;37.0;54.0;24.0;50.0;38.0;46.0;44.0;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.33
30/07/2000;49.0;54.0;43.0;59.0;56.0;51.0;59.0;58.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.08
31/07/2000;53.0;77.0;36.0;63.0;50.0;63.0;58.0;69.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;64.93
01/08/2000;96.0;94.0;46.0;74.0;82.0;90.0;86.0;85.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;90.35
02/08/2000;46.0;66.0;23.0;43.0;42.0;51.0;52.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.28
03/08/2000;29.0;53.0;16.0;29.0;27.0;24.0;26.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.03
04/08/2000;41.0;60.0;31.0;54.0;53.0;54.0;55.0;63.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.39
05/08/2000;55.0;67.0;28.0;59.0;60.0;62.0;59.0;59.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;59.84
06/08/2000;88.0;79.0;68.0;82.0;85.0;89.0;91.0;85.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;84.42
07/08/2000;63.0;69.0;47.0;71.0;73.0;71.0;80.0;80.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;71.24
08/08/2000;46.0;69.0;37.0;59.0;54.0;53.0;62.0;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.66
09/08/2000;39.0;67.0;38.0;62.0;51.0;53.0;58.0;70.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.25
10/08/2000;63.0;88.0;48.0;70.0;53.0;71.0;66.0;78.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;74.62
11/08/2000;75.0;108.0;41.0;72.0;70.0;74.0;79.0;84.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;87.11
12/08/2000;86.0;105.0;69.0;87.0;98.0;91.0;99.0;91.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;94.17
13/08/2000;67.0;95.0;75.0;82.0;83.0;97.0;91.0;90.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;84.46
14/08/2000;77.0;85.0;58.0;82.0;76.0;89.0;93.0;88.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;83.71
15/08/2000;45.0;59.0;54.0;65.0;59.0;64.0;68.0;65.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;57.41
16/08/2000;60.0;79.0;46.0;64.0;61.0;57.0;63.0;73.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.5
17/08/2000;50.0;78.0;41.0;53.0;49.0;53.0;65.0;63.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.15
18/08/2000;75.0;81.0;47.0;69.0;74.0;68.0;76.0;75.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;76.46
19/08/2000;109.0;113.0;80.0;97.0;106.0;111.0;112.0;105.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;108.78
20/08/2000;103.0;87.0;81.0;89.0;98.0;106.0;108.0;100.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;97.42
21/08/2000;40.0;51.0;26.0;30.0;35.0;30.0;38.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.25
22/08/2000;32.0;55.0;27.0;46.0;40.0;40.0;43.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.37
23/08/2000;55.0;88.0;37.0;58.0;56.0;57.0;58.0;69.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.83
24/08/2000;67.0;110.0;37.0;64.0;61.0;60.0;54.0;78.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;81.2
25/08/2000;76.0;114.0;39.0;72.0;61.0;66.0;61.0;95.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;90.64
26/08/2000;71.0;88.0;51.0;75.0;76.0;77.0;76.0;90.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;81.85
27/08/2000;50.0;69.0;47.0;67.0;59.0;-1.0;62.0;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.27
28/08/2000;33.0;67.0;33.0;53.0;42.0;-1.0;48.0;65.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.88
29/08/2000;38.0;69.0;30.0;53.0;45.0;49.0;53.0;64.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;56.09
30/08/2000;42.0;-1.0;22.0;38.0;42.0;57.0;48.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.42
31/08/2000;34.0;-1.0;13.0;36.0;28.0;46.0;44.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.08
01/09/2000;45.0;76.0;19.0;45.0;48.0;51.0;59.0;61.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;59.68
02/09/2000;35.0;58.0;21.0;46.0;46.0;39.0;46.0;59.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.81
03/09/2000;41.0;58.0;25.0;46.0;53.0;46.0;52.0;59.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.26
04/09/2000;39.0;59.0;32.0;48.0;56.0;53.0;56.0;65.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.21
05/09/2000;28.0;59.0;30.0;49.0;51.0;43.0;50.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.49
06/09/2000;39.0;64.0;17.0;35.0;32.0;38.0;38.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.89
07/09/2000;26.0;57.0;22.0;40.0;39.0;42.0;42.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.5
08/09/2000;31.0;68.0;24.0;48.0;47.0;49.0;45.0;63.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.72
09/09/2000;53.0;80.0;33.0;60.0;69.0;68.0;64.0;81.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;70.15
10/09/2000;66.0;89.0;49.0;78.0;66.0;71.0;70.0;99.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;82.6
11/09/2000;64.0;95.0;22.0;54.0;47.0;60.0;58.0;71.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;73.71
12/09/2000;36.0;86.0;11.0;34.0;37.0;35.0;37.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.76
13/09/2000;42.0;70.0;20.0;47.0;30.0;35.0;36.0;58.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.9
14/09/2000;48.0;87.0;18.0;42.0;37.0;40.0;51.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.21
15/09/2000;71.0;84.0;25.0;54.0;69.0;-1.0;70.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;70.82
16/09/2000;31.0;59.0;19.0;34.0;31.0;-1.0;35.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.16
17/09/2000;28.0;57.0;24.0;41.0;35.0;-1.0;34.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.27
18/09/2000;34.0;61.0;16.0;34.0;33.0;-1.0;31.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.83
19/09/2000;46.0;67.0;17.0;36.0;39.0;-1.0;50.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.06
20/09/2000;17.0;50.0;16.0;26.0;22.0;-1.0;-1.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.22
21/09/2000;23.0;54.0;14.0;30.0;32.0;-1.0;-1.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.95
22/09/2000;20.0;58.0;12.0;23.0;30.0;-1.0;-1.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.83
23/09/2000;53.0;71.0;16.0;41.0;38.0;-1.0;61.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;55.5
24/09/2000;80.0;86.0;31.0;53.0;64.0;-1.0;90.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;76.26
25/09/2000;30.0;65.0;12.0;24.0;21.0;-1.0;-1.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.38
26/09/2000;51.0;64.0;15.0;29.0;43.0;-1.0;-1.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.29
27/09/2000;49.0;59.0;13.0;32.0;43.0;-1.0;50.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.39
28/09/2000;64.0;77.0;30.0;58.0;71.0;62.0;72.0;66.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.77
29/09/2000;25.0;69.0;12.0;28.0;20.0;56.0;37.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.03
30/09/2000;27.0;43.0;13.0;22.0;24.0;27.0;31.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.8
01/10/2000;20.0;42.0;14.0;28.0;-1.0;27.0;27.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.61
02/10/2000;12.0;52.0;9.0;24.0;-1.0;25.0;22.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.3
03/10/2000;24.0;53.0;18.0;31.0;-1.0;32.0;33.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.78
04/10/2000;15.0;47.0;9.0;17.0;-1.0;16.0;12.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.49
05/10/2000;7.0;53.0;6.0;16.0;8.0;25.0;16.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.25
06/10/2000;24.0;58.0;17.0;29.0;25.0;39.0;36.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.07
07/10/2000;25.0;52.0;13.0;27.0;24.0;33.0;34.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.19
08/10/2000;30.0;58.0;22.0;33.0;25.0;37.0;31.0;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.94
09/10/2000;17.0;53.0;7.0;20.0;17.0;26.0;21.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.15
10/10/2000;42.0;70.0;16.0;37.0;44.0;39.0;44.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.77
11/10/2000;40.0;72.0;14.0;29.0;38.0;33.0;42.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.94
12/10/2000;21.0;40.0;5.0;9.0;8.0;12.0;17.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.93
13/10/2000;17.0;59.0;13.0;19.0;17.0;18.0;20.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.22
14/10/2000;14.0;44.0;8.0;13.0;15.0;12.0;17.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.39
15/10/2000;12.0;27.0;6.0;11.0;10.0;13.0;12.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.48
16/10/2000;32.0;59.0;13.0;24.0;28.0;29.0;34.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.24
17/10/2000;9.0;49.0;4.0;10.0;7.0;12.0;9.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.98
18/10/2000;12.0;51.0;3.0;8.0;8.0;11.0;9.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.85
19/10/2000;3.0;48.0;1.0;4.0;2.0;5.0;3.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.91
20/10/2000;42.0;53.0;17.0;36.0;37.0;46.0;39.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.54
21/10/2000;46.0;89.0;18.0;34.0;35.0;62.0;47.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.32
22/10/2000;45.0;81.0;12.0;23.0;26.0;40.0;45.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.43
23/10/2000;49.0;73.0;13.0;28.0;15.0;46.0;43.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.05
24/10/2000;26.0;40.0;9.0;16.0;-1.0;28.0;28.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.99
25/10/2000;43.0;45.0;12.0;30.0;39.0;44.0;41.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.09
26/10/2000;19.0;47.0;8.0;13.0;19.0;18.0;18.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.59
27/10/2000;18.0;53.0;13.0;23.0;21.0;20.0;27.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.54
28/10/2000;42.0;56.0;16.0;31.0;39.0;43.0;44.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.36
29/10/2000;44.0;64.0;28.0;30.0;36.0;43.0;43.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.56
30/10/2000;48.0;70.0;20.0;32.0;38.0;44.0;46.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.16
31/10/2000;31.0;61.0;17.0;17.0;23.0;35.0;29.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.01
01/11/2000;34.0;57.0;8.0;19.0;24.0;26.0;33.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.28
02/11/2000;47.0;60.0;14.0;25.0;39.0;34.0;46.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.88
03/11/2000;15.0;57.0;6.0;10.0;11.0;15.0;16.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.14
04/11/2000;15.0;50.0;4.0;7.0;7.0;17.0;18.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.68
05/11/2000;44.0;56.0;23.0;31.0;36.0;41.0;45.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.05
06/11/2000;53.0;70.0;24.0;32.0;42.0;51.0;51.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.59
07/11/2000;47.0;64.0;16.0;26.0;36.0;39.0;40.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.56
08/11/2000;47.0;59.0;14.0;25.0;35.0;32.0;41.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.09
09/11/2000;20.0;49.0;2.0;5.0;12.0;13.0;18.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.74
10/11/2000;11.0;50.0;2.0;5.0;8.0;14.0;10.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.11
11/11/2000;36.0;56.0;16.0;27.0;28.0;39.0;37.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.89
12/11/2000;53.0;73.0;48.0;54.0;58.0;73.0;64.0;70.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;64.8
13/11/2000;34.0;58.0;24.0;30.0;35.0;44.0;39.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.78
14/11/2000;17.0;40.0;12.0;8.0;10.0;27.0;17.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.0
15/11/2000;3.0;46.0;4.0;0.0;2.0;3.0;2.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.56
16/11/2000;4.0;52.0;2.0;0.0;2.0;3.0;2.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.31
17/11/2000;13.0;70.0;7.0;15.0;15.0;26.0;18.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.82
18/11/2000;12.0;60.0;8.0;10.0;9.0;14.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.49
19/11/2000;29.0;43.0;4.0;11.0;12.0;27.0;31.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.95
20/11/2000;7.0;49.0;1.0;1.0;2.0;7.0;7.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.89
21/11/2000;24.0;57.0;7.0;10.0;16.0;19.0;20.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.22
22/11/2000;38.0;54.0;13.0;30.0;34.0;48.0;43.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.97
23/11/2000;37.0;67.0;18.0;30.0;35.0;46.0;41.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.51
24/11/2000;10.0;65.0;4.0;10.0;8.0;17.0;12.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.01
25/11/2000;21.0;58.0;4.0;10.0;10.0;21.0;27.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.36
26/11/2000;30.0;75.0;10.0;21.0;21.0;40.0;40.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.65
27/11/2000;13.0;33.0;2.0;0.0;2.0;9.0;10.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.34
28/11/2000;21.0;25.0;5.0;7.0;13.0;19.0;21.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.63
29/11/2000;34.0;52.0;17.0;23.0;33.0;42.0;40.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.01
30/11/2000;19.0;39.0;4.0;5.0;9.0;16.0;15.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.23
01/12/2000;-1.0;70.0;30.0;47.0;56.0;65.0;62.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.64
02/12/2000;-1.0;68.0;18.0;34.0;34.0;58.0;51.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.53
03/12/2000;-1.0;52.0;8.0;13.0;11.0;24.0;23.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.81
04/12/2000;-1.0;49.0;4.0;11.0;-1.0;24.0;23.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.79
05/12/2000;50.0;58.0;18.0;30.0;-1.0;54.0;52.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.36
06/12/2000;43.0;60.0;20.0;35.0;-1.0;54.0;47.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.09
07/12/2000;48.0;64.0;21.0;36.0;-1.0;59.0;55.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.98
08/12/2000;16.0;41.0;13.0;16.0;-1.0;28.0;23.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.82
09/12/2000;18.0;50.0;1.0;5.0;-1.0;16.0;19.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.76
10/12/2000;32.0;48.0;4.0;13.0;-1.0;25.0;32.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.53
11/12/2000;4.0;46.0;2.0;0.0;-1.0;4.0;3.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.91
12/12/2000;18.0;40.0;2.0;6.0;-1.0;16.0;16.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.13
13/12/2000;11.0;58.0;4.0;5.0;-1.0;11.0;10.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.1
14/12/2000;2.0;48.0;1.0;3.0;-1.0;7.0;4.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.68
15/12/2000;10.0;60.0;9.0;21.0;-1.0;26.0;21.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.3
16/12/2000;11.0;50.0;6.0;11.0;-1.0;14.0;14.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.62
17/12/2000;11.0;40.0;3.0;1.0;-1.0;7.0;11.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.8
18/12/2000;5.0;32.0;2.0;0.0;-1.0;5.0;4.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.09
19/12/2000;7.0;26.0;4.0;1.0;4.0;6.0;5.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.37
20/12/2000;12.0;33.0;2.0;4.0;7.0;7.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.07
21/12/2000;5.0;13.0;2.0;0.0;1.0;4.0;3.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.19
22/12/2000;1.0;3.0;1.0;0.0;1.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.59
23/12/2000;2.0;11.0;2.0;0.0;1.0;2.0;2.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.33
24/12/2000;21.0;42.0;7.0;17.0;12.0;33.0;27.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.28
25/12/2000;21.0;40.0;6.0;13.0;5.0;36.0;35.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.14
26/12/2000;11.0;40.0;1.0;2.0;0.0;12.0;15.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.72
27/12/2000;7.0;56.0;-1.0;2.0;3.0;14.0;8.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.27
28/12/2000;8.0;34.0;-1.0;13.0;11.0;15.0;16.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.83
29/12/2000;5.0;42.0;3.0;6.0;8.0;9.0;12.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.91
30/12/2000;26.0;56.0;14.0;21.0;21.0;31.0;31.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.21
31/12/2000;25.0;51.0;15.0;18.0;19.0;29.0;27.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.02
01/01/2001;54.0;54.0;34.0;40.0;42.0;62.0;60.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.35
02/01/2001;43.0;67.0;17.0;26.0;29.0;50.0;47.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.61
03/01/2001;32.0;61.0;9.0;17.0;22.0;31.0;31.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.36
04/01/2001;30.0;60.0;13.0;19.0;24.0;34.0;31.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.17
05/01/2001;50.0;56.0;24.0;33.0;44.0;52.0;52.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.34
06/01/2001;20.0;57.0;15.0;26.0;21.0;35.0;39.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.39
07/01/2001;22.0;43.0;3.0;5.0;6.0;18.0;25.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.05
08/01/2001;10.0;53.0;5.0;8.0;11.0;-1.0;18.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.07
09/01/2001;21.0;44.0;12.0;16.0;17.0;-1.0;-1.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.7
10/01/2001;47.0;56.0;20.0;33.0;44.0;57.0;57.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.13
11/01/2001;21.0;37.0;10.0;15.0;13.0;37.0;34.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.86
12/01/2001;10.0;20.0;4.0;3.0;2.0;4.0;15.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.6
13/01/2001;8.0;20.0;7.0;9.0;9.0;9.0;17.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.33
